contig,O_sativa_locus_annotation,Functionnal_Annotation_IDs,Functionnal_Annotation_IDs,Functionnal_Annotation_IDs,Functionnal_Annotation_IDs,Functionnal_Annotation_IDs,A_thaliana_locus,Gene_Symbol,Description
S_5sp_contig04822,"LOC_Os06g45820.4|13106.m04833|cDNA OsFtsH2  FtsH protease, homologue of AtFtsH2/8, expressed","PF06480,PF06068,PF07728,PF00004,PF01434",PTHR23076,,,,AT2G30950.1,"FTSH2,VAR2",FtsH extracellular protease family
S_5sp_contig04823,"LOC_Os06g45820.2|13106.m04831|cDNA OsFtsH2  FtsH protease, homologue of AtFtsH2/8, expressed","PF05496,PF07728,PF00004,PF01434",PTHR23076,,,,AT2G30950.1,"FTSH2,VAR2",FtsH extracellular protease family
S_5sp_contig04825,LOC_Os06g45820.4|13106.m04833|cDNA,"PF06480,PF06068,PF07728,PF00004,PF01434",PTHR23076,,,,AT2G30950.1,"FTSH2,VAR2",FtsH extracellular protease family
S_5sp_contig04826,LOC_Os06g45820.4|13106.m04833|cDNA,"PF06480,PF06068,PF07728,PF00004,PF01434",PTHR23076,,,,AT2G30950.1,"FTSH2,VAR2",FtsH extracellular protease family
S_5sp_contig04827,LOC_Os06g45820.2|13106.m04831|cDNA,"PF05496,PF07728,PF00004,PF01434",PTHR23076,,,,AT2G30950.1,"FTSH2,VAR2",FtsH extracellular protease family
S_5sp_contig04833,LOC_Os06g45820.4|13106.m04833|cDNA,"PF06480,PF06068,PF07728,PF00004,PF01434",PTHR23076,,,,AT2G30950.1,"FTSH2,VAR2",FtsH extracellular protease family
S_5sp_contig04866,LOC_Os03g19400.1|13103.m02321|cDNA expressed protein,,,,,,AT1G56423.1,,
S_5sp_contig04867,LOC_Os03g19400.1|13103.m02321|cDNA,,,,,,AT1G56423.1,,
S_5sp_contig04879,LOC_Os03g19400.1|13103.m02321|cDNA,,,,,,AT1G56423.1,,
S_5sp_contig04881,"LOC_Os04g53240.4|13104.m11957|cDNA autophagy-related protein, putative, expressed","PF02991,PF04110",PTHR10969,KOG1654,,,AT1G62040.2,ATG8C,Ubiquitin-like superfamily protein
S_5sp_contig04988,LOC_Os05g35170.5|13105.m03671|cDNA,PF02365,,,,,AT5G64060.1,"anac103,NAC103",NAC domain containing protein 103
S_5sp_contig05099,"LOC_Os07g24190.3|13107.m09953|cDNA CESA3 - cellulose synthase, expressed",PF03552,,,,,AT5G64740.1,"CESA6,E112,IXR2,PRC1",cellulose synthase 6
S_5sp_contig05117,LOC_Os07g39870.3|13107.m04139|cDNA,"PF03463,PF03464,PF03465",PTHR10113,KOG0688,,K03265,AT3G26618.1,ERF1-3,eukaryotic release factor 1-3
S_5sp_contig05124,"LOC_Os02g11840.1|13102.m01282|cDNA coatomer subunit beta-2, putative, expressed",PF04053,PTHR19876,,,,AT1G52360.1,,"Coatomer, beta\' subunit"
S_5sp_contig05130,LOC_Os02g11840.1|13102.m01282|cDNA,PF04053,PTHR19876,,,,AT1G52360.1,,"Coatomer, beta\' subunit"
S_5sp_contig05217,LOC_Os11g26850.3|13111.m02571|cDNA,"PF05221,PF00670,PF02826,PF07991",PTHR23420,KOG1370,,,AT4G13940.1,"ATSAHH1,EMB1395,HOG1,MEE58,SAHH1",S-adenosyl-L-homocysteine hydrolase
S_5sp_contig05224,LOC_Os11g26850.3|13111.m02571|cDNA,"PF05221,PF00670,PF02826,PF07991",PTHR23420,KOG1370,,,AT4G13940.1,"ATSAHH1,EMB1395,HOG1,MEE58,SAHH1",S-adenosyl-L-homocysteine hydrolase
S_5sp_contig05297,"LOC_Os02g31290.2|13102.m03425|cDNA AML1, putative, expressed","PF00076,PF04059",PTHR10432,,,,AT5G61960.1,"AML1,ML1",MEI2-like protein 1
S_5sp_contig05299,LOC_Os02g31290.2|13102.m03425|cDNA,"PF00076,PF04059",PTHR10432,,,,AT5G61960.1,"AML1,ML1",MEI2-like protein 1
S_5sp_contig05302,LOC_Os02g31290.2|13102.m03425|cDNA,"PF00076,PF04059",PTHR10432,,,,AT5G61960.1,"AML1,ML1",MEI2-like protein 1
S_5sp_contig05305,LOC_Os02g31290.2|13102.m03425|cDNA,"PF00076,PF04059",PTHR10432,,,,AT5G61960.1,"AML1,ML1",MEI2-like protein 1
S_5sp_contig05308,LOC_Os02g31290.2|13102.m03425|cDNA,"PF00076,PF04059",PTHR10432,,,,AT5G61960.1,"AML1,ML1",MEI2-like protein 1
S_5sp_contig05309,LOC_Os02g31290.2|13102.m03425|cDNA,"PF00076,PF04059",PTHR10432,,,,AT5G61960.1,"AML1,ML1",MEI2-like protein 1
S_5sp_contig05318,LOC_Os03g13614.3|13103.m01581|cDNA,"PF07777,PF00170,PF07716",,,,,AT2G35530.1,"AtbZIP16,bZIP16",basic region/leucine zipper transcription factor 16
S_5sp_contig05507,"LOC_Os01g70270.4|13101.m07630|cDNA auxin response factor, putative, expressed","PF02362,PF06507,PF02309",,,,,AT5G62000.1,"ARF1-BP,ARF2,HSS,ORE14",auxin response factor 2
S_5sp_contig05510,LOC_Os01g70270.4|13101.m07630|cDNA,"PF02362,PF06507,PF02309",,,,,AT5G62000.1,"ARF1-BP,ARF2,HSS,ORE14",auxin response factor 2
S_5sp_contig05514,LOC_Os01g70270.4|13101.m07630|cDNA,"PF02362,PF06507,PF02309",,,,,AT5G62000.1,"ARF1-BP,ARF2,HSS,ORE14",auxin response factor 2
S_5sp_contig05605,"LOC_Os02g53700.7|13102.m12459|cDNA DENN domain containing protein, expressed","PF03456,PF02141",PTHR15288,,,,AT5G35560.1,,DENN (AEX-3) domain-containing protein
S_5sp_contig05606,LOC_Os02g53700.7|13102.m12459|cDNA,"PF03456,PF02141",PTHR15288,,,,AT5G35560.1,,DENN (AEX-3) domain-containing protein
S_5sp_contig05608,LOC_Os02g53700.7|13102.m12459|cDNA,"PF03456,PF02141",PTHR15288,,,,AT5G35560.1,,DENN (AEX-3) domain-containing protein
S_5sp_contig05614,LOC_Os02g53700.7|13102.m12459|cDNA,"PF03456,PF02141",PTHR15288,,,,AT5G35560.1,,DENN (AEX-3) domain-containing protein
S_5sp_contig05618,LOC_Os02g53700.7|13102.m12459|cDNA,"PF03456,PF02141",PTHR15288,,,,AT5G35560.1,,DENN (AEX-3) domain-containing protein
S_5sp_contig05674_RC,LOC_Os06g09450.8|13106.m01018|cDNA,"PF00862,PF00534",PTHR12526,KOG0853,2.4.1.13,K00695,AT3G43190.1,"ATSUS4,SUS4",sucrose synthase 4
S_5sp_contig05733,LOC_Os03g20380.8|13103.m12974|cDNA,"PF00069,PF07714",PTHR22982,KOG0583,,,AT2G26980.4,"CIPK3,SnRK3.17",CBL-interacting protein kinase 3
S_5sp_contig05734,"LOC_Os03g20380.7|13103.m02445|cDNA CAMK_KIN1/SNF1/Nim1_like.2 - CAMK includes calcium/calmodulin depedent protein kinases, expressed","PF07714,PF00069,PF03822",PTHR22982,KOG0583,,,AT2G26980.4,"CIPK3,SnRK3.17",CBL-interacting protein kinase 3
S_5sp_contig05832,LOC_Os10g22430.2|13110.m01880|cDNA,,,,,,AT1G50600.1,SCL5,scarecrow-like 5
S_5sp_contig05852,"LOC_Os07g09340.1|13107.m00942|cDNA plasma membrane ATPase, putative, expressed","PF00690,PF00122,PF00702",PTHR11939,KOG0205,3.6.3.6,K01535,AT5G62670.1,"AHA11,HA11",H(+)-ATPase 11
S_5sp_contig05853,LOC_Os07g09340.1|13107.m00942|cDNA,"PF00690,PF00122,PF00702",PTHR11939,KOG0205,3.6.3.6,K01535,AT5G62670.1,"AHA11,HA11",H(+)-ATPase 11
S_5sp_contig05986_RC,"LOC_Os04g30880.1|13104.m02936|cDNA TBC domain containing protein, expressed",PF00566,PTHR22957,KOG4567,,,AT4G13730.1,,Ypt/Rab-GAP domain of gyp1p superfamily protein
S_5sp_contig06012,LOC_Os07g49270.2|13107.m09967|cDNA,PF00962,PTHR11359,KOG1096,3.5.4.6,K01490,AT2G38280.1,"ATAMPD,FAC1","AMP deaminase, putative / myoadenylate deaminase, putative"
S_5sp_contig06015_RC,"LOC_Os07g49280.1|13107.m05294|cDNA PMR5, putative, expressed",PF03005,,,,,AT3G55990.1,"ESK1,TBL29",Plant protein of unknown function (DUF828)
S_5sp_contig06031,"LOC_Os05g06690.3|13105.m00720|cDNA HECT-domain domain containing protein, expressed",PF00632,PTHR11254,KOG0942,,,AT3G17205.1,UPL6,ubiquitin protein ligase 6
S_5sp_contig06063,LOC_Os12g25710.4|13112.m02610|cDNA,"PF00587,PF03129,PF09180",PTHR11451,KOG4163,,,AT3G62120.1,,Class II aaRS and biotin synthetases superfamily protein
S_5sp_contig06067,LOC_Os12g25710.4|13112.m02610|cDNA,"PF00587,PF03129,PF09180",PTHR11451,KOG4163,,,AT3G62120.1,,Class II aaRS and biotin synthetases superfamily protein
S_5sp_contig06095,"LOC_Os12g34054.1|13112.m08820|cDNA mitochondrial ribosomal protein S3, putative, expressed",PF00189,PTHR11760,,,,ATMG00090.1,,structural constituent of ribosome;protein binding
S_5sp_contig06198_RC,LOC_Os08g44450.2|13108.m04827|cDNA,PF00687,PTHR23105,KOG1570,,K02865,AT1G08360.1,,Ribosomal protein L1p/L10e family
S_5sp_contig06230_RC,LOC_Os03g01250.1|13103.m00037|cDNA expressed protein,,,,,,AT5G61450.1,,P-loop containing nucleoside triphosphate hydrolases superfamily protein
S_5sp_contig06254_RC,LOC_Os01g43630.2|13101.m04512|cDNA,"PF01602,PF09066",PTHR11134,KOG1061,,,AT5G11490.1,,adaptin family protein
S_5sp_contig06368,"LOC_Os03g48940.2|13103.m05290|cDNA chloride channel protein CLC-d, putative, expressed","PF00654,PF00571",PTHR11689,KOG0474,,,AT5G26240.1,"ATCLC-D,CLC-D",chloride channel D
S_5sp_contig06383,"LOC_Os01g05010.1|13101.m00472|cDNA mitochondrial glycoprotein, putative, expressed",PF02330,,KOG2536,,,AT3G55605.1,,Mitochondrial glycoprotein family protein
S_5sp_contig06441_RC,LOC_Os02g28810.2|13102.m03138|cDNA,,,,,,,,
S_5sp_contig06442_RC,LOC_Os02g28810.2|13102.m03138|cDNA,,,,,,,,
S_5sp_contig06455,LOC_Os04g56070.2|13104.m05825|cDNA,PF01398,PTHR10410,KOG1554,3.4.-.-,K09613,AT1G22920.1,"AJH1,CSN5A,JAB1",COP9 signalosome 5A
S_5sp_contig06636,LOC_Os10g35710.5|13110.m03217|cDNA expressed protein,,,,,,AT4G28260.1,,
S_5sp_contig06638,LOC_Os10g35710.5|13110.m03217|cDNA,,,,,,AT4G28260.1,,
S_5sp_contig06639,LOC_Os10g35710.5|13110.m03217|cDNA,,,,,,AT4G28260.1,,
S_5sp_contig06646,LOC_Os10g35710.3|13110.m03215|cDNA,,,,,,AT4G28260.1,,
S_5sp_contig06683,LOC_Os03g02756.2|13103.m00247|cDNA,,,,,,,,
S_5sp_contig06770_RC,"LOC_Os04g26850.2|13104.m02541|cDNA SAD2, putative, expressed",,PTHR10997,,,,AT2G31660.1,"SAD2,URM9",ARM repeat superfamily protein
S_5sp_contig06782,LOC_Os08g44820.5|13108.m09401|cDNA,,,,,,AT5G04410.1,"anac078,NAC2",NAC domain containing protein 2
S_5sp_contig06788,LOC_Os08g44820.5|13108.m09401|cDNA,,,,,,AT5G04410.1,"anac078,NAC2",NAC domain containing protein 2
S_5sp_contig06814_RC,"LOC_Os06g29790.1|13106.m03079|cDNA phosphate transporter 1, putative, expressed","PF03105,PF03124",PTHR10783,KOG1162,,,AT1G68740.1,PHO1;H1,EXS (ERD1/XPR1/SYG1) family protein
S_5sp_contig06840,"LOC_Os01g43030.2|13101.m04436|cDNA tetratricopeptide repeat domain containing protein, expressed","PF07719,PF00515,PF12569",PTHR22767,KOG1156,,,AT1G80410.1,EMB2753,tetratricopeptide repeat (TPR)-containing protein
S_5sp_contig06854_RC,"LOC_Os08g31470.4|13108.m09375|cDNA peptidase, trypsin-like serine and cysteine proteases, putative, expressed",,,,,,AT5G45030.1,,Trypsin family protein
S_5sp_contig06855_RC,LOC_Os08g31470.4|13108.m09375|cDNA,,,,,,AT5G45030.1,,Trypsin family protein
